degre;region;departement;arrondissement;groupement;numero;denomination;acte
3;Adamaoua;Djérem;;;41;MBELLA-ASSOM 1;
3;Adamaoua;Djérem;;;42;MBELLA-ASSOM 2;
3;Adamaoua;Djérem;;;43;MBIRIM;
3;Adamaoua;Djérem;;;44;MBISSARI;
3;Adamaoua;Djérem;;;45;MBITOM;
3;Adamaoua;Djérem;;;46;MBITOM KASSA;
3;Adamaoua;Djérem;;;47;MBIWAIROU(LIPEL);
3;Adamaoua;Djérem;;;48;MBORGUENE;
3;Adamaoua;Djérem;;;49;MENG;
3;Adamaoua;Djérem;;;50;MENGACK;
3;Adamaoua;Djérem;;;51;MEREMAFO;
3;Adamaoua;Djérem;;;52;MINDJANG;
3;Adamaoua;Djérem;;;53;MINGATI;
3;Adamaoua;Djérem;;;54;MINIM;
3;Adamaoua;Djérem;;;55;NASKOUL;
3;Adamaoua;Djérem;;;56;NGAOUBELAMISSION;
3;Adamaoua;Djérem;;;57;NGATT1;
3;Adamaoua;Djérem;;;58;NGATT2;
3;Adamaoua;Djérem;;;59;NYADJIDA;
3;Adamaoua;Djérem;;;60;NYALANG;
3;Adamaoua;Djérem;;;61;PANG-GASOL;
3;Adamaoua;Djérem;;;62;SARAGABANG;
3;Adamaoua;Djérem;;;63;SOLA;
3;Adamaoua;Djérem;;;64;TCHABAHALEO;
3;Adamaoua;Djérem;;;65;TENUA;
3;Adamaoua;Djérem;;;66;TONGO;
3;Adamaoua;Djérem;;;67;YOKODOYOI;
3;Adamaoua;Djérem;;;68;YOKOTIBATI;
3;Adamaoua;Djérem;;;69;ZARIA;
3;Adamaoua;Djérem;;;70;ALIAFFAIRE;
3;Adamaoua;Djérem;;;71;BALONGA1;
3;Adamaoua;Djérem;;;72;BAMYANGAMBOUM;
3;Adamaoua;Djérem;;;73;BEKAHAOUSSA;
3;Adamaoua;Djérem;;;74;BEKA-NASSARAOU;
3;Adamaoua;Djérem;;;75;BELAFOUKOU;
3;Adamaoua;Djérem;;;76;BETARABROUSSE;
3;Adamaoua;Djérem;;;77;DARSO;
3;Adamaoua;Djérem;;;78;DANFILIBROUSSE;
3;Adamaoua;Djérem;;;79;DANFILIBROUSSE2;
3;Adamaoua;Djérem;;;80;DEMGOYABROUSSE;
3;Adamaoua;Djérem;;;81;DJAOUROKOMBO;
3;Adamaoua;Djérem;;;82;DJOUNDE1;
3;Adamaoua;Djérem;;;83;DJOUNDEDOKO;
3;Adamaoua;Djérem;;;84;DJOUNDETIGOH;
3;Adamaoua;Djérem;;;85;DOYO-LOKORO;
3;Adamaoua;Djérem;;;86;FOULBEPANGARV;
3;Adamaoua;Djérem;;;87;GARENGAOUNDAL;
3;Adamaoua;Djérem;;;88;LENA;
3;Adamaoua;Djérem;;;89;MAGBOR;
3;Adamaoua;Djérem;;;90;MALAO-DJOSSI;
3;Adamaoua;Djérem;;;91;MALARBABEKA;
3;Adamaoua;Djérem;;;92;MAMBALDANFILI;
3;Adamaoua;Djérem;;;93;MAMBALHAOUSSA;
3;Adamaoua;Djérem;;;94;MANDALMBALLE;
3;Adamaoua;Djérem;;;95;MASSAKA;
3;Adamaoua;Djérem;;;96;MASSIM TOKAL;
3;Adamaoua;Djérem;;;97;MASSOU;
3;Adamaoua;Djérem;;;98;MAYO-KOKA;
3;Adamaoua;Djérem;;;99;MAZOING2;
3;Adamaoua;Djérem;;;100;MBANDOUA;
3;Adamaoua;Djérem;;;101;MBARNANGFOULBE;
3;Adamaoua;Djérem;;;102;MBILLO;
3;Adamaoua;Djérem;;;103;MBILLO2;
3;Adamaoua;Djérem;;;104;MBIRONG;
3;Adamaoua;Djérem;;;105;MBIWAIROU;
3;Adamaoua;Djérem;;;106;MBIZOR-FEBADI;
3;Adamaoua;Djérem;;;107;MBONGBETARA;
3;Adamaoua;Djérem;;;108;MBONG-BEKA;
3;Adamaoua;Djérem;;;109;NGABISKEDJE;
3;Adamaoua;Djérem;;;110;NGALBIDJE;
3;Adamaoua;Djérem;;;111;NGAOMBAZACKDJOUNDE;
3;Adamaoua;Djérem;;;112;NGAOUNDAL;
3;Adamaoua;Djérem;;;113;NGAOUNDAL1;
3;Adamaoua;Djérem;;;114;NGAOUNDALBROUSSE6;
3;Adamaoua;Djérem;;;115;NGAOUNDALBROUSSE7;
3;Adamaoua;Djérem;;;116;NGAOUNDALHAOUSSA;
3;Adamaoua;Djérem;;;117;NGAOUNDALMARCHE;
3;Adamaoua;Djérem;;;118;NGAOUNGUERE(GOMONA);
3;Adamaoua;Djérem;;;119;PANGAR;
3;Adamaoua;Djérem;;;120;PANGARAV;
3;Adamaoua;Djérem;;;121;SABONGARI;
3;Adamaoua;Djérem;;;122;SAMBOMBILLO;
3;Adamaoua;Djérem;;;123;SANGSI2;
3;Adamaoua;Djérem;;;124;SANGSINGAOUNDAL;
3;Adamaoua;Djérem;;;125;TAPARE1;
3;Adamaoua;Djérem;;;126;TAPAREMBILO;
3;Adamaoua;Djérem;;;127;WADEN;
3;Adamaoua;Djérem;;;128;WOUROADJIA;
3;Adamaoua;Djérem;;;129;ZAMBOE;
3;Adamaoua;Mayo-Banyo;;;1;ALLATFOULBE;
3;Adamaoua;Mayo-Banyo;;;2;BOUDJOUNKOURA;
3;Adamaoua;Mayo-Banyo;;;3;DADAWALBORORO;
3;Adamaoua;Mayo-Banyo;;;4;DADAWALFOULBE;
3;Adamaoua;Mayo-Banyo;;;5;DEMBESSEFOULBE;
3;Adamaoua;Mayo-Banyo;;;6;DEMBESSEWAWA;
3;Adamaoua;Mayo-Banyo;;;7;DEOMAYO-FOOROU;
3;Adamaoua;Mayo-Banyo;;;8;DJEM;
3;Adamaoua;Mayo-Banyo;;;9;DJOUTAFADA;
3;Adamaoua;Mayo-Banyo;;;10;GALDIMA;
3;Adamaoua;Mayo-Banyo;;;11;GANDOUAFOULBE;
3;Adamaoua;Mayo-Banyo;;;12;GANDOUAWAWA;
3;Adamaoua;Mayo-Banyo;;;13;GAOULAWAWA;
3;Adamaoua;Mayo-Banyo;;;14;GASSOLHAKAR;
3;Adamaoua;Mayo-Banyo;;;15;HAMANFADJIRI;
3;Adamaoua;Mayo-Banyo;;;16;HOREMAYOGASSANGUEL;
3;Adamaoua;Mayo-Banyo;;;17;HOREMAYOKELELE;
3;Adamaoua;Mayo-Banyo;;;18;HORETARAM FOULBE;
3;Adamaoua;Mayo-Banyo;;;19;HORETARAM TORBI;
3;Adamaoua;Mayo-Banyo;;;20;KASSALAYANE;
3;Adamaoua;Mayo-Banyo;;;21;KOUILOUGGA;
3;Adamaoua;Mayo-Banyo;;;22;KOUIMAYO-BODJI;
3;Adamaoua;Mayo-Banyo;;;23;KOUIMAYO-KOULADJE;
3;Adamaoua;Mayo-Banyo;;;24;KOUI-DJAMNATI;
3;Adamaoua;Mayo-Banyo;;;25;LABAREBAYA;
3;Adamaoua;Mayo-Banyo;;;26;LABARESEINI;
3;Adamaoua;Mayo-Banyo;;;27;LASSEL;
3;Adamaoua;Mayo-Banyo;;;28;LEGGALGORO;
3;Adamaoua;Mayo-Banyo;;;29;LESSMAYO-GASSAGUEL;
3;Adamaoua;Mayo-Banyo;;;30;LESSMAYO-VOURE;
3;Adamaoua;Mayo-Banyo;;;31;LESSWOUROUM;
3;Adamaoua;Mayo-Banyo;;;32;LESS-DJEM;
3;Adamaoua;Mayo-Banyo;;;33;MAIYANGOUA;
3;Adamaoua;Mayo-Banyo;;;34;MAKKAM;
3;Adamaoua;Mayo-Banyo;;;35;MALOUMRI;
3;Adamaoua;Mayo-Banyo;;;36;MAYOBADJIFOULBE;
3;Adamaoua;Mayo-Banyo;;;37;MAYOBADJIMAMBILA;
3;Adamaoua;Mayo-Banyo;;;38;MAYOBOUBOU;
3;Adamaoua;Mayo-Banyo;;;39;MAYOFOOROUMIGUEM;
3;Adamaoua;Mayo-Banyo;;;40;MAYOGAROUWOLL;
3;Adamaoua;Mayo-Banyo;;;41;MAYOPOUTCHI;
3;Adamaoua;Mayo-Banyo;;;42;MAYO-BANYOBARIKI;
3;Adamaoua;Mayo-Banyo;;;43;MAYO-BANYOBERKOU;
3;Adamaoua;Mayo-Banyo;;;44;MAYO-BANYOMAFOUM;
3;Adamaoua;Mayo-Banyo;;;45;MAYO-BANYOMATTI;
3;Adamaoua;Mayo-Banyo;;;46;MAYO-BANYOMINSANKAR;
3;Adamaoua;Mayo-Banyo;;;47;MAYO-BOUTALI;
3;Adamaoua;Mayo-Banyo;;;48;MAYO-DJARANDIIBBEL;
3;Adamaoua;Mayo-Banyo;;;49;MAYO-DJARANDILADDE;
3;Adamaoua;Mayo-Banyo;;;50;MAYO-DOUROU;
3;Adamaoua;Mayo-Banyo;;;51;MAYO-FOOROUKOUI;
3;Adamaoua;Mayo-Banyo;;;52;MAYO-FOOROULESS;
3;Adamaoua;Mayo-Banyo;;;53;MAYO-FOOROUNGOUN;
3;Adamaoua;Mayo-Banyo;;;54;MAYO-FOOROUTCHABBAL;
3;Adamaoua;Mayo-Banyo;;;55;MAYO-GORDI;
3;Adamaoua;Mayo-Banyo;;;56;MAYO-KARKADAM;
3;Adamaoua;Mayo-Banyo;;;57;MAYO-KELELE;
3;Adamaoua;Mayo-Banyo;;;58;MAYO-KONKOLI;
3;Adamaoua;Mayo-Banyo;;;59;MAYOKOULADJE;
3;Adamaoua;Mayo-Banyo;;;60;MAYO-LELEWAL;
3;Adamaoua;Mayo-Banyo;;;61;MAYO-LOUM;
3;Adamaoua;Mayo-Banyo;;;62;MAYO-NDAM;
3;Adamaoua;Mayo-Banyo;;;63;MAYO-NYALANG;
3;Adamaoua;Mayo-Banyo;;;64;MAYO-SALMADJE;
3;Adamaoua;Mayo-Banyo;;;65;MAYO-SEOUSSI;
3;Adamaoua;Mayo-Banyo;;;66;MAYO-TAPPAREYANDJE;
3;Adamaoua;Mayo-Banyo;;;67;MAYO-VODEO;
3;Adamaoua;Mayo-Banyo;;;68;MAYO-WOUTA;
3;Adamaoua;Mayo-Banyo;;;69;MBAH;
3;Adamaoua;Mayo-Banyo;;;70;MBAMTIAHLARBA;
3;Adamaoua;Mayo-Banyo;;;71;MBAMTIBEKA;
3;Adamaoua;Mayo-Banyo;;;72;MBAMTIDJEMRE;
3;Adamaoua;Mayo-Banyo;;;73;MBAMTIDJOUMBARE;
3;Adamaoua;Mayo-Banyo;;;74;MBAMTIKATARKO;
3;Adamaoua;Mayo-Banyo;;;75;MBAMTILAINDE;
3;Adamaoua;Mayo-Banyo;;;76;MBAMTILAINGA;
3;Adamaoua;Mayo-Banyo;;;77;MBAMTIMAYO-LEGGAL;
3;Adamaoua;Mayo-Banyo;;;78;MBAMTI-LOUGGUEL;
3;Adamaoua;Mayo-Banyo;;;79;MBAMTI-NDIPPELE;
3;Adamaoua;Mayo-Banyo;;;80;MBAMTSISSIM;
3;Adamaoua;Mayo-Banyo;;;81;MBASSEWAFOULBE;
3;Adamaoua;Mayo-Banyo;;;82;MBASSEWAWAWA;
3;Adamaoua;Mayo-Banyo;;;83;MBENGUEDJEFOULBE;
3;Adamaoua;Mayo-Banyo;;;84;MBENGUEDJEWAWA;
3;Adamaoua;Mayo-Banyo;;;85;MBENKE;
3;Adamaoua;Mayo-Banyo;;;86;MBEWERE1;
3;Adamaoua;Mayo-Banyo;;;87;MBEWERE2;
3;Adamaoua;Mayo-Banyo;;;88;MBONDABISILBAN;
3;Adamaoua;Mayo-Banyo;;;89;MBOULADJI;
3;Adamaoua;Mayo-Banyo;;;90;MOUROUM;
3;Adamaoua;Mayo-Banyo;;;91;NASTIRDEMAYOBANYO;
3;Adamaoua;Mayo-Banyo;;;92;NASTIRDEMAYOVOURE;
3;Adamaoua;Mayo-Banyo;;;93;NDI-FOULBE;
3;Adamaoua;Mayo-Banyo;;;94;NDI-WAWA;
3;Adamaoua;Mayo-Banyo;;;95;NGANGNIMBAM WOURKE;
3;Adamaoua;Mayo-Banyo;;;96;NGOH;
3;Adamaoua;Mayo-Banyo;;;97;NGOUM-BAYA;
3;Adamaoua;Mayo-Banyo;;;98;NGOUM-FOULBE;
3;Adamaoua;Mayo-Banyo;;;99;NGOUM-GASSIRI;
3;Adamaoua;Mayo-Banyo;;;100;NGOUM-KAKA;
3;Adamaoua;Mayo-Banyo;;;101;NYAGOUM;
3;Adamaoua;Mayo-Banyo;;;102;NYAMSOUMRE;
3;Adamaoua;Mayo-Banyo;;;103;NYARAFOULBE;
3;Adamaoua;Mayo-Banyo;;;104;NYARATORBI;
3;Adamaoua;Mayo-Banyo;;;105;NYATTI;
3;Adamaoua;Mayo-Banyo;;;106;NYAWAFOULBE;
3;Adamaoua;Mayo-Banyo;;;107;OUMYARIFOULBE;
3;Adamaoua;Mayo-Banyo;;;108;OUMYARIWAWA;
3;Adamaoua;Mayo-Banyo;;;109;OUMYARIWAWA2;
3;Adamaoua;Mayo-Banyo;;;110;QUARTIERADJIA;
3;Adamaoua;Mayo-Banyo;;;111;QUARTIERDJAOUROSOULEY;
3;Adamaoua;Mayo-Banyo;;;112;QUARTIERGARLADJI;
3;Adamaoua;Mayo-Banyo;;;113;QUARTIERKILAROU;
3;Adamaoua;Mayo-Banyo;;;114;QUARTIERKOLERE;
3;Adamaoua;Mayo-Banyo;;;115;SABONGARIBANYO;
3;Adamaoua;Mayo-Banyo;;;116;SAMBOLABO;
3;Adamaoua;Mayo-Banyo;;;117;SAMBOLABOLADDE;
3;Adamaoua;Mayo-Banyo;;;118;SANGOLSO'O;
3;Adamaoua;Mayo-Banyo;;;119;SARKIYAKI;
3;Adamaoua;Mayo-Banyo;;;120;SEBOREDJANABA;
3;Adamaoua;Mayo-Banyo;;;121;SEBOREKWA;
3;Adamaoua;Mayo-Banyo;;;122;SIRWARI;
3;Adamaoua;Mayo-Banyo;;;123;TACHABANYO;
3;Adamaoua;Mayo-Banyo;;;124;TAPPAWAWAWA;
3;Adamaoua;Mayo-Banyo;;;125;TAPPAWA-FOULBE;
3;Adamaoua;Mayo-Banyo;;;126;TARAM BADJAM FOULBE;
3;Adamaoua;Mayo-Banyo;;;127;TARAM GONGAVELI;
3;Adamaoua;Mayo-Banyo;;;128;TARAM KASSALAWAWA;
3;Adamaoua;Mayo-Banyo;;;129;TARAM KATARKO;
3;Adamaoua;Mayo-Banyo;;;130;TARAM SIRI;
3;Adamaoua;Mayo-Banyo;;;131;TARAM YABAM FOULBE;
3;Adamaoua;Mayo-Banyo;;;132;TARAM YABAM NDOGNAM;
3;Adamaoua;Mayo-Banyo;;;133;TARAM YABAM WAWA;
3;Adamaoua;Mayo-Banyo;;;134;TARAM-TAWAWAWA;
3;Adamaoua;Mayo-Banyo;;;135;TCHABBALMBITI;
3;Adamaoua;Mayo-Banyo;;;136;TOUKOURWA;
3;Adamaoua;Mayo-Banyo;;;137;WADJOUROU;
3;Adamaoua;Mayo-Banyo;;;138;WOURODJABO;
3;Adamaoua;Mayo-Banyo;;;139;ATTA;
3;Adamaoua;Mayo-Banyo;;;140;BANDAM;
3;Adamaoua;Mayo-Banyo;;;141;BOITIKONG;
3;Adamaoua;Mayo-Banyo;;;142;DIEKI;
3;Adamaoua;Mayo-Banyo;;;143;DJANG1;
3;Adamaoua;Mayo-Banyo;;;144;DJANG2;
3;Adamaoua;Mayo-Banyo;;;145;DJAYIE;
3;Adamaoua;Mayo-Banyo;;;146;HAÏNAREATTA;
3;Adamaoua;Mayo-Banyo;;;147;KIMI-PETEL;
3;Adamaoua;Mayo-Banyo;;;148;KING-KONG;
3;Adamaoua;Mayo-Banyo;;;149;KONGUI-DOUOH;
3;Adamaoua;Mayo-Banyo;;;150;KONGUI-ZOUEM;
3;Adamaoua;Mayo-Banyo;;;151;KOUROUM;
3;Adamaoua;Mayo-Banyo;;;152;LINGAM;
3;Adamaoua;Mayo-Banyo;;;153;MAYO-SEINI;
3;Adamaoua;Mayo-Banyo;;;154;MBIRIDJOM;
3;Adamaoua;Mayo-Banyo;;;155;MBONDJANGA;
3;Adamaoua;Mayo-Banyo;;;156;MBOUGAM;
3;Adamaoua;Mayo-Banyo;;;157;MGBANDJI;
3;Adamaoua;Mayo-Banyo;;;158;MGBEUTOCK;
3;Adamaoua;Mayo-Banyo;;;159;MOINKOING;
3;Adamaoua;Mayo-Banyo;;;160;MONGBE;
3;Adamaoua;Mayo-Banyo;;;161;MVOUH;
3;Adamaoua;Mayo-Banyo;;;162;NAKAN1;
3;Adamaoua;Mayo-Banyo;;;163;NAKAN2;
3;Adamaoua;Mayo-Banyo;;;164;NASSARAO;
3;Adamaoua;Mayo-Banyo;;;165;NDEM-NDEM;
3;Adamaoua;Mayo-Banyo;;;166;NDOUMDJANDJI;
3;Adamaoua;Mayo-Banyo;;;167;NDOUMDJOM;
3;Adamaoua;Mayo-Banyo;;;168;NGATTI;
3;Adamaoua;Mayo-Banyo;;;169;NGLOCHIFEING;
3;Adamaoua;Mayo-Banyo;;;170;NGOULORI;
3;Adamaoua;Mayo-Banyo;;;171;NKLONG;
3;Adamaoua;Mayo-Banyo;;;172;NYAKONG;
3;Adamaoua;Mayo-Banyo;;;173;NYAMBOYA;
3;Adamaoua;Mayo-Banyo;;;174;SARKIBAKA;
3;Adamaoua;Mayo-Banyo;;;175;SOMIE;
3;Adamaoua;Mayo-Banyo;;;176;SONGKOLONG;
3;Adamaoua;Mayo-Banyo;;;177;TCHAMBA;
3;Adamaoua;Mayo-Banyo;;;178;TCHIM;
3;Adamaoua;Mayo-Banyo;;;179;TONG;
3;Adamaoua;Mayo-Banyo;;;180;YIMBERE;
3;Adamaoua;Mayo-Banyo;;;181;YOKASSALA;
3;Adamaoua;Mayo-Banyo;;;182;BADJANG;
3;Adamaoua;Mayo-Banyo;;;183;BAMBOL;
3;Adamaoua;Mayo-Banyo;;;184;BONABERI;
3;Adamaoua;Mayo-Banyo;;;185;BOUMDOFOULBE;
3;Adamaoua;Mayo-Banyo;;;186;FADA;
3;Adamaoua;Mayo-Banyo;;;187;GUISSIMIFOULBE;
3;Adamaoua;Mayo-Banyo;;;188;GUISSIMIMAMBILA2;
3;Adamaoua;Mayo-Banyo;;;189;HOREMAYOBOUMDOMAMBILA;
3;Adamaoua;Mayo-Banyo;;;190;HOREMAYO-DARLE;
3;Adamaoua;Mayo-Banyo;;;191;HOREMAYO-DARLEMAMBILA;
3;Adamaoua;Mayo-Banyo;;;192;MAYO-DARLEMINES;
3;Adamaoua;Mayo-Banyo;;;193;MAYO-DJINGA;
3;Adamaoua;Mayo-Banyo;;;194;MBALANGYAMBA(RIBAO);
3;Adamaoua;Mayo-Banyo;;;195;MBAMGUERI(NGUERR);
3;Adamaoua;Mayo-Banyo;;;196;MBOUNOUKOU;
3;Adamaoua;Mayo-Banyo;;;197;NGNOGO-MAMBILA;
3;Adamaoua;Mayo-Banyo;;;198;NYALANG;
3;Adamaoua;Mayo-Banyo;;;199;NYAWAFOULBEYOLI;
3;Adamaoua;Mayo-Banyo;;;200;NYAWAKONDJA;
3;Adamaoua;Mayo-Banyo;;;201;PANGARI;
